Tipo;Bairro;Quartos;Vagas;Suites;Area;Valor;Condominio;IPTU
Apartamento;Recreio dos Bandeirantes;4;2;3;160;3500.0;900;372
Apartamento;Copacabana;1;0;0;57;2000.0;620;79
Casa de Condomínio;Taquara;4;2;3;125;3000.0;513;0
Apartamento;Recreio dos Bandeirantes;3;2;3;269;3700.0;767;6297
Apartamento;Barra da Tijuca;4;4;2;330;7900.0;1913;683
Apartamento;Copacabana;3;0;0;120;2300.0;1900;2362
Apartamento;Barra da Tijuca;2;1;1;78;3000.0;0;0
Casa de Condomínio;Recreio dos Bandeirantes;4;3;4;280;6000.0;860;478
Apartamento;Barra da Tijuca;4;3;2;145;5000.0;1550;500
Apartamento;Vila da Penha;2;0;1;100;1400.0;200;363
Apartamento;Copacabana;3;0;0;120;3000.0;780;220
Apartamento;Botafogo;2;1;1;80;4000.0;1;0
Apartamento;Itanhangá;2;1;0;54;800.0;763;27
Apartamento;Copacabana;1;0;0;41;1200.0;430;0
Casa de Condomínio;Guaratiba;2;1;2;70;1600.0;0;0
Apartamento;Centro;2;0;0;69;1600.0;352;438
Apartamento;Barra da Tijuca;5;2;4;200;5890.0;2300;290
Apartamento;Laranjeiras;2;0;0;54;1800.0;550;30
Apartamento;Ipanema;1;1;0;51;2800.0;635;100
Apartamento;Jardim Oceânico;3;2;1;170;4700.0;1500;500
Apartamento;Engenho Novo;2;1;1;50;980.0;486;0
Apartamento;Barra da Tijuca;4;2;4;206;6900.0;2681;612
Apartamento;Recreio dos Bandeirantes;3;0;1;79;2500.0;796;0
Apartamento;Barra da Tijuca;4;2;2;168;5000.0;2070;5100
Apartamento;Barra da Tijuca;3;1;1;98;2400.0;1380;150
Apartamento;Barra da Tijuca;2;2;2;112;4000.0;1400;300
Apartamento;Barra da Tijuca;2;1;1;70;2200.0;780;100
Apartamento;Ipanema;3;1;1;140;7300.0;2900;500
Quitinete;Gávea;1;0;1;50;1800.0;0;0
Casa;Campo Grande;2;1;0;70;1000.0;0;0
Apartamento;Leblon;2;0;0;70;3500.0;762;234
Apartamento;Grajaú;2;0;0;61;1600.0;312;51
Apartamento;Leblon;3;1;0;140;10000.0;2000;500
Apartamento;Barra da Tijuca;1;1;0;55;2100.0;1200;0
Apartamento;Lagoa;1;1;0;46;2500.0;953;0
Apartamento;Barra da Tijuca;1;1;0;50;1600.0;950;100
Apartamento;Catumbi;2;1;0;46;1150.0;170;0
Apartamento;Laranjeiras;2;2;1;65;2448.0;1254;146
Apartamento;Barra da Tijuca;2;1;1;69;2500.0;1000;180
Apartamento;Leblon;3;3;2;200;10500.0;1710;0
Apartamento;Barra da Tijuca;4;3;2;303;9000.0;2277;16910
Apartamento;Botafogo;2;1;0;95;2500.0;870;0
Apartamento;Recreio dos Bandeirantes;3;3;3;185;3200.0;950;400
Casa;Vila Isabel;2;0;0;96;2000.0;0;40
Quitinete;Catete;1;0;0;31;1300.0;370;56
Apartamento;Ipanema;1;0;0;36;2100.0;580;25
Casa de Vila;Vila Isabel;2;0;0;55;1800.0;0;225
Flat;Copacabana;1;1;0;43;5000.0;2117;100
Apartamento;Lagoa;3;1;0;80;3000.0;720;190
Apartamento;Ipanema;3;0;0;165;6900.0;3000;769
Casa de Condomínio;Barra da Tijuca;4;3;4;168;4000.0;1160;3012
Apartamento;Freguesia (Jacarepaguá);2;1;1;70;1500.0;648;54
Apartamento;Barra da Tijuca;2;1;0;68;2800.0;1550;0
Apartamento;Flamengo;2;1;1;90;3000.0;980;0
Quitinete;Copacabana;0;1;0;33;1700.0;370;0
Apartamento;Barra da Tijuca;2;0;1;100;5000.0;2400;6000
Casa de Vila;Ramos;2;0;0;58;900.0;0;0
Apartamento;Barra da Tijuca;3;2;1;93;2500.0;1450;166
Flat;Ipanema;1;1;0;45;6500.0;0;0
Apartamento;Recreio dos Bandeirantes;3;2;1;150;2300.0;600;350
Apartamento;Vila da Penha;2;0;0;60;1300.0;300;0
Apartamento;Barra da Tijuca;4;3;2;245;7000.0;3500;700
Apartamento;Humaitá;3;2;1;110;3500.0;1300;232
Apartamento;Leblon;3;1;1;150;5000.0;1000;34
Apartamento;Barra da Tijuca;2;1;1;74;1900.0;1300;0
Casa;Realengo;2;0;0;80;950.0;0;0
Apartamento;Tijuca;2;0;0;65;1900.0;580;87
Apartamento;Barra da Tijuca;3;2;1;180;4500.0;1450;490
Apartamento;Jardim Botânico;3;2;1;130;5000.0;1200;330
Apartamento;Ipanema;3;2;1;150;7000.0;2200;387
Apartamento;Ipanema;2;1;1;142;8500.0;2600;430
Apartamento;Pechincha;2;1;1;60;1000.0;480;0
Apartamento;Recreio dos Bandeirantes;2;1;1;121;2370.0;890;250
Apartamento;Santa Teresa;2;0;0;74;1600.0;1;1
Apartamento;Méier;3;1;0;85;1300.0;755;70
Apartamento;Botafogo;2;0;0;60;2600.0;480;70
Apartamento;Gávea;3;2;1;112;5160.0;1250;378
Apartamento;Centro;1;0;0;38;900.0;223;15
Apartamento;Barra da Tijuca;3;2;1;145;4000.0;2450;340
Apartamento;Pechincha;2;2;1;110;1800.0;600;132
Apartamento;Cachambi;2;0;0;42;880.0;370;114
Apartamento;Ipanema;2;0;0;80;5500.0;2000;500
Apartamento;Humaitá;2;1;1;96;3500.0;700;150
Apartamento;Barra da Tijuca;1;2;0;68;1800.0;850;207
Quitinete;Laranjeiras;1;0;0;26;700.0;450;0
Apartamento;Méier;2;1;0;85;1250.0;450;60
Apartamento;Campo Grande;2;1;0;60;800.0;0;0
Apartamento;Barra da Tijuca;4;2;2;140;4900.0;1350;830
Apartamento;Barra da Tijuca;2;2;1;104;3000.0;1875;560
Apartamento;Flamengo;3;2;0;240;5500.0;1600;550
Apartamento;Jardim Guanabara;1;1;1;50;1300.0;250;0
Apartamento;Méier;2;1;0;66;1000.0;660;39
Apartamento;Flamengo;4;0;0;150;4000.0;1240;212
Apartamento;Lagoa;3;1;1;120;4300.0;750;380
Apartamento;Catete;1;0;0;31;1200.0;370;0
Apartamento;Méier;1;0;0;47;700.0;435;162
Quitinete;Copacabana;1;0;0;40;4000.0;460;230
Flat;Ipanema;2;1;1;82;3900.0;2300;300
Apartamento;Copacabana;3;0;2;145;4000.0;950;0
Quitinete;Copacabana;1;0;0;35;2500.0;550;0
Apartamento;Leblon;3;2;1;195;6400.0;1870;460
Flat;Leblon;2;1;1;80;6000.0;2200;170
Apartamento;Ipanema;1;0;0;50;3800.0;450;30
Apartamento;Leblon;3;1;2;107;6500.0;1240;425
Flat;Ipanema;2;1;1;110;10000.0;5000;500
Casa;Campo Grande;3;0;2;120;1000.0;0;0
Apartamento;Ipanema;3;1;2;174;8500.0;2400;6000
Apartamento;Botafogo;2;1;1;85;2700.0;1159;184
Apartamento;Leblon;2;2;1;94;6700.0;1200;320
Apartamento;Andaraí;2;2;1;103;1600.0;600;108
Apartamento;Recreio dos Bandeirantes;2;2;1;114;2600.0;766;0
Apartamento;Barra da Tijuca;4;3;3;160;8500.0;2300;345
Apartamento;Botafogo;1;0;0;42;2200.0;400;58
Apartamento;Barra da Tijuca;1;1;0;52;3500.0;2715;0
Apartamento;Andaraí;3;0;1;97;1650.0;263;100
Apartamento;Engenho Novo;1;1;1;51;850.0;509;17
Apartamento;Vila Valqueire;4;1;4;240;3000.0;350;0
Apartamento;Vila da Penha;3;1;1;90;2200.0;250;50
Apartamento;Pechincha;2;1;0;77;1400.0;599;38
Casa;Penha Circular;3;1;0;102;2100.0;0;1200
Apartamento;Ipanema;2;1;1;130;4800.0;1300;389
Apartamento;Copacabana;3;0;1;140;7800.0;1300;198
Apartamento;Tijuca;3;1;1;140;1800.0;1147;0
Apartamento;Parque Anchieta;2;1;0;75;1000.0;0;0
Apartamento;Barra da Tijuca;3;1;0;80;1700.0;1031;2195
Apartamento;Barra da Tijuca;2;2;1;113;3000.0;1920;610
Apartamento;Tijuca;3;1;0;140;2300.0;680;114
Apartamento;Copacabana;2;0;0;70;2400.0;638;149
Apartamento;Praça da Bandeira;3;1;0;68;1800.0;615;0
Casa de Condomínio;Taquara;4;2;3;200;3000.0;300;0
Flat;Ipanema;2;1;1;90;9000.0;2500;0
Casa;Realengo;1;0;0;40;800.0;0;0
Apartamento;Laranjeiras;3;1;0;140;3400.0;1150;189
Apartamento;Ipanema;2;1;1;100;7500.0;4600;486
Apartamento;Lagoa;3;2;1;120;8000.0;1660;383
Casa;Freguesia (Jacarepaguá);3;2;0;213;2700.0;510;190
Apartamento;Barra da Tijuca;2;1;1;95;2200.0;1334;257
Casa de Vila;Todos os Santos;2;1;0;85;1400.0;180;0
Apartamento;Copacabana;3;0;1;100;3000.0;950;2570
Apartamento;Barra da Tijuca;4;3;2;361;8000.0;3068;0
Apartamento;Grajaú;2;2;1;90;2700.0;1713;260
Apartamento;Barra da Tijuca;2;1;1;80;2500.0;1224;212
Apartamento;Laranjeiras;2;1;0;80;2000.0;450;0
Apartamento;Barra da Tijuca;3;2;1;105;2300.0;1500;0
Apartamento;Botafogo;2;0;1;85;3200.0;700;200
Apartamento;Recreio dos Bandeirantes;3;2;2;90;1950.0;715;154
Apartamento;Tijuca;3;1;0;80;1900.0;700;60
Apartamento;Recreio dos Bandeirantes;3;2;1;80;1900.0;650;137
Apartamento;Bonsucesso;2;0;0;70;1200.0;465;0
Apartamento;Barra da Tijuca;2;1;1;73;2700.0;1185;207
Apartamento;Copacabana;3;1;0;81;2500.0;1000;1736
Apartamento;Barra da Tijuca;3;3;1;250;3500.0;2600;196
Apartamento;Barra da Tijuca;4;3;4;230;9000.0;2750;600
Apartamento;Recreio dos Bandeirantes;2;1;1;76;2200.0;812;193
Apartamento;Méier;2;1;1;70;1300.0;280;0
Apartamento;Jacarepaguá;2;1;1;65;1800.0;428;0
Apartamento;Ipanema;2;1;0;75;3300.0;1000;195
Apartamento;Barra da Tijuca;2;1;1;58;1150.0;700;91
Apartamento;Laranjeiras;3;1;1;150;2700.0;1570;180
Casa;Campo Grande;4;5;1;596;4000.0;0;7627
Apartamento;Barra da Tijuca;3;2;3;105;3300.0;1500;270
Apartamento;Recreio dos Bandeirantes;3;0;1;85;2100.0;791;0
Casa;Taquara;4;2;1;550;8000.0;0;0
Apartamento;Barra da Tijuca;3;2;1;147;3500.0;2249;559
Apartamento;Copacabana;2;0;0;70;2200.0;770;125
Apartamento;Barra da Tijuca;2;1;1;60;2100.0;733;99
Apartamento;Tijuca;1;0;0;63;1300.0;725;50
Apartamento;Copacabana;1;0;0;28;1550.0;478;24
Apartamento;Méier;1;0;0;55;850.0;340;16
Apartamento;Copacabana;3;1;1;200;7500.0;1600;256
Quitinete;Centro;0;0;0;30;900.0;400;0
Apartamento;Jardim Botânico;3;2;2;220;4900.0;1910;627
Apartamento;Copacabana;3;0;1;123;7500.0;1300;198
Apartamento;Barra da Tijuca;2;1;1;68;2200.0;780;100
Apartamento;Pechincha;3;1;1;70;1300.0;700;85
Apartamento;Engenho Novo;3;0;0;75;1300.0;0;0
Casa;Recreio dos Bandeirantes;2;1;2;212;6500.0;1363;287
Apartamento;Curicica;2;1;0;59;1200.0;510;13
Flat;Ipanema;2;1;1;76;8000.0;2700;750
Casa de Vila;Méier;2;1;1;65;1800.0;0;0
Apartamento;Pechincha;3;0;0;78;1500.0;726;80
Apartamento;Copacabana;2;0;1;83;3000.0;1209;204
Apartamento;Ipanema;3;1;1;128;5800.0;1407;1137
Casa de Condomínio;Barra da Tijuca;4;3;3;280;7800.0;1495;0
Quitinete;Centro;1;0;0;28;900.0;350;20
Apartamento;Recreio dos Bandeirantes;2;1;1;83;2000.0;1750;0
Apartamento;Méier;3;0;0;70;1200.0;250;135
Apartamento;Freguesia (Jacarepaguá);3;2;1;158;2500.0;1600;262
Apartamento;Copacabana;3;1;1;90;2800.0;1200;150
Apartamento;Barra da Tijuca;2;2;1;66;1700.0;1326;0
Apartamento;Leblon;2;0;0;59;1900.0;522;0
Apartamento;Recreio dos Bandeirantes;2;1;1;95;1650.0;630;142
Apartamento;Copacabana;1;0;0;40;1500.0;510;54
Apartamento;Flamengo;4;1;3;326;10000.0;2500;907
Apartamento;Barra da Tijuca;3;1;2;66;1300.0;690;78
Apartamento;Copacabana;2;0;0;90;2400.0;880;112
Quitinete;Copacabana;1;0;0;40;1100.0;450;50
Apartamento;Bonsucesso;2;0;0;75;1000.0;475;0
Apartamento;Flamengo;3;1;1;147;5000.0;1270;250
Apartamento;Recreio dos Bandeirantes;2;1;1;80;1600.0;1180;150
Apartamento;Jardim Guanabara;3;2;1;125;2680.0;500;345
Apartamento;Botafogo;1;1;0;66;2200.0;700;0
Apartamento;Campo Grande;2;0;0;60;700.0;0;0
Apartamento;Irajá;2;0;0;48;600.0;200;0
Apartamento;Barra da Tijuca;1;1;0;66;1800.0;1130;337
Apartamento;Barra da Tijuca;3;2;1;115;5000.0;1200;640
Apartamento;Barra da Tijuca;4;2;1;145;3500.0;2182;516
Apartamento;Ipanema;3;1;2;165;8500.0;1920;340
Apartamento;Recreio dos Bandeirantes;3;3;1;128;2800.0;914;236
Apartamento;Recreio dos Bandeirantes;3;1;1;90;1950.0;900;100
Apartamento;Flamengo;3;1;0;110;3000.0;669;190
Apartamento;Freguesia (Jacarepaguá);2;1;1;68;1800.0;700;106
Apartamento;Barra da Tijuca;3;2;1;150;3400.0;2350;421
Apartamento;Botafogo;3;1;1;108;3500.0;1000;130
Apartamento;Tijuca;3;1;0;107;2300.0;400;0
Casa de Condomínio;Freguesia (Jacarepaguá);2;1;1;98;1500.0;50;50
Apartamento;Barra da Tijuca;2;1;2;82;2200.0;1200;0
Apartamento;Tijuca;2;0;0;76;1800.0;700;24
Apartamento;Copacabana;2;0;0;90;3000.0;1000;400
Apartamento;Flamengo;1;0;1;26;1100.0;381;29
Apartamento;Engenho de Dentro;3;1;0;75;1000.0;650;0
Apartamento;Barra da Tijuca;4;3;2;230;9500.0;3982;467
Apartamento;Méier;2;0;0;50;1000.0;322;16
Apartamento;Leblon;3;1;1;96;5500.0;1500;250
Apartamento;Copacabana;1;0;0;55;3000.0;720;80
Apartamento;Ipanema;3;1;2;250;10000.0;2000;850
Quitinete;Copacabana;0;0;0;28;1300.0;603;53
Apartamento;Vila Valqueire;2;1;1;62;1000.0;700;0
Apartamento;Copacabana;2;0;1;120;3900.0;500;100
Apartamento;Flamengo;1;0;0;45;2000.0;528;24
Apartamento;Leblon;3;1;1;150;5500.0;900;0
Apartamento;São Conrado;5;2;1;230;5499.0;2300;600
Apartamento;Copacabana;3;1;1;130;5800.0;730;280
Apartamento;Barra da Tijuca;3;2;2;83;2400.0;607;1400
Apartamento;Copacabana;3;0;1;140;5000.0;1850;180
Apartamento;Leblon;2;1;0;77;3900.0;1200;185
Casa de Vila;Abolição;2;0;0;68;1200.0;65;135
Apartamento;Barra da Tijuca;3;1;3;83;3600.0;1100;140
Apartamento;Quintino Bocaiúva;2;1;0;60;1000.0;0;0
Apartamento;Flamengo;2;0;0;100;3800.0;600;0
Apartamento;Copacabana;1;0;0;50;2000.0;951;57
Apartamento;Recreio dos Bandeirantes;3;1;1;76;2200.0;780;120
Apartamento;Ipanema;3;1;2;115;6000.0;710;0
Apartamento;Humaitá;3;2;2;200;9000.0;1200;380
Apartamento;Cosme Velho;2;1;0;87;2500.0;797;0
Apartamento;Recreio dos Bandeirantes;3;2;3;200;4000.0;1300;4500
Apartamento;Tijuca;1;1;0;55;1600.0;653;41
Apartamento;Grajaú;1;0;0;60;1650.0;150;25
Apartamento;Tijuca;3;1;1;87;2300.0;559;100
Apartamento;Recreio dos Bandeirantes;3;1;1;130;2800.0;7366;157
Apartamento;Jacarepaguá;2;1;1;80;2000.0;1300;1080
Apartamento;Copacabana;2;2;2;76;4500.0;2050;308
Apartamento;Freguesia (Jacarepaguá);2;1;1;70;1700.0;630;109
Apartamento;Ipanema;2;0;0;66;2600.0;830;195
Apartamento;Riachuelo;2;1;0;56;1600.0;394;16
Apartamento;Barra da Tijuca;4;2;1;115;2800.0;1890;250
Apartamento;Vila Valqueire;3;1;0;94;1450.0;300;0
Apartamento;Tijuca;4;1;0;160;2000.0;1032;1056
Apartamento;Tomás Coelho;2;1;0;44;750.0;300;20
Apartamento;Santa Teresa;1;0;0;45;740.0;180;25
Apartamento;Barra da Tijuca;2;1;1;65;1500.0;1000;0
Apartamento;Barra da Tijuca;1;1;0;69;2500.0;1400;300
Apartamento;Botafogo;3;1;2;110;5000.0;1550;398
Apartamento;Ipanema;4;3;2;230;9000.0;3000;1100
Apartamento;Tijuca;1;0;0;60;1800.0;470;0
Apartamento;Barra da Tijuca;2;1;1;70;2200.0;780;0
Apartamento;Lagoa;3;1;1;150;6000.0;950;390
Apartamento;Barra da Tijuca;1;2;1;100;7000.0;1990;2300
Casa;Colégio;1;0;0;65;800.0;0;0
Apartamento;Leblon;2;1;1;80;3600.0;1250;235
Apartamento;Lagoa;2;1;1;100;3800.0;950;0
Apartamento;Copacabana;1;0;0;50;2500.0;1;1
Apartamento;Ipanema;2;1;0;85;3000.0;760;80
Apartamento;Praça da Bandeira;2;1;1;61;1400.0;741;0
Apartamento;Barra da Tijuca;2;2;1;65;1800.0;593;54
Apartamento;Barra da Tijuca;3;2;3;145;2900.0;1800;0
Quitinete;Copacabana;1;0;0;23;1400.0;300;0
Apartamento;Vila da Penha;2;0;0;60;1200.0;253;0
Apartamento;Recreio dos Bandeirantes;3;1;1;84;2000.0;810;0
Apartamento;Cosme Velho;3;4;1;200;5000.0;1408;246
Apartamento;Cosme Velho;3;1;1;115;3950.0;0;0
Flat;Barra da Tijuca;2;1;2;65;2200.0;2700;145
Apartamento;Flamengo;2;0;0;75;2400.0;635;119
Apartamento;Lagoa;3;1;0;153;6200.0;1900;0
Casa;Campo Grande;2;0;0;70;1100.0;0;0
Apartamento;Flamengo;1;0;0;42;1600.0;550;56
Apartamento;Laranjeiras;3;1;0;100;3100.0;901;184
Apartamento;Copacabana;4;1;1;230;5000.0;1821;500
Apartamento;Copacabana;1;0;0;45;1600.0;490;73
Apartamento;Recreio dos Bandeirantes;2;1;1;69;1500.0;752;149
Apartamento;Copacabana;1;0;0;35;1400.0;605;53
Quitinete;Santa Teresa;1;0;0;20;700.0;303;14
Apartamento;Gávea;3;2;1;130;6300.0;1600;330
Quitinete;Centro;1;0;0;20;1090.0;300;15
Apartamento;Leme;1;0;0;65;3000.0;590;90
Apartamento;Copacabana;1;0;0;20;3000.0;0;0
Apartamento;Barra da Tijuca;1;1;1;71;2500.0;1756;192
Apartamento;Recreio dos Bandeirantes;2;1;2;55;2000.0;1450;330
Apartamento;Rio Comprido;2;1;1;48;1600.0;524;12
Apartamento;Copacabana;2;0;0;74;2000.0;900;132
Apartamento;Grajaú;1;0;1;73;2000.0;600;100
Apartamento;Leblon;2;1;0;70;3800.0;700;100
Apartamento;Leblon;2;1;0;96;4500.0;750;0
Apartamento;Ramos;2;0;0;75;1200.0;250;0
Apartamento;Cascadura;2;0;0;50;850.0;140;0
Apartamento;Gávea;3;0;1;120;2700.0;880;238
Apartamento;Recreio dos Bandeirantes;3;2;2;200;3250.0;800;200
Apartamento;Recreio dos Bandeirantes;2;1;1;82;1400.0;620;0
Apartamento;Copacabana;4;1;0;100;3200.0;1022;0
Apartamento;Botafogo;2;1;0;65;2950.0;600;102
Apartamento;Gávea;1;0;0;50;2700.0;510;86
Apartamento;Anil;2;1;0;56;1100.0;355;162
Quitinete;Centro;0;0;0;25;650.0;435;0
Flat;Botafogo;2;1;1;90;2500.0;1760;186
Apartamento;Tijuca;2;1;1;92;2900.0;907;0
Apartamento;Recreio dos Bandeirantes;2;1;1;90;1700.0;549;212
Apartamento;Copacabana;2;0;0;80;2400.0;995;180
Apartamento;Tijuca;3;2;1;135;2000.0;920;2400
Casa de Vila;Méier;3;1;1;80;2300.0;0;0
Apartamento;Pechincha;3;2;1;113;1300.0;840;0
Apartamento;Maracanã;2;1;1;70;1300.0;766;110
Apartamento;Laranjeiras;3;1;1;105;3800.0;1200;0
Apartamento;Jacarepaguá;2;1;0;60;1000.0;590;20
Apartamento;Recreio dos Bandeirantes;3;1;1;91;1900.0;550;0
Apartamento;Penha;2;0;0;117;1300.0;0;110
Apartamento;Leblon;2;1;1;98;4500.0;1637;0
Apartamento;Tanque;1;1;1;64;900.0;470;15
Apartamento;Leblon;2;1;1;80;8000.0;2279;0
Apartamento;Ipanema;1;0;0;54;2100.0;781;0
Apartamento;Barra da Tijuca;3;2;1;133;3500.0;2292;690
Apartamento;Pechincha;2;1;0;50;600.0;330;14
Apartamento;Barra da Tijuca;4;4;4;601;7000.0;5800;1202
Apartamento;Pavuna;2;0;0;40;600.0;0;0
Apartamento;Botafogo;3;2;1;86;3700.0;815;139
Casa;Recreio dos Bandeirantes;4;5;3;222;5800.0;638;354
Apartamento;Lagoa;3;3;1;252;9000.0;1900;600
Apartamento;Tijuca;2;1;0;66;2300.0;125;531
Apartamento;Vila Isabel;2;1;0;70;1600.0;750;60
Apartamento;Barra da Tijuca;3;2;2;212;5500.0;1200;682
Casa;Campo Grande;3;1;0;100;1500.0;0;0
Apartamento;Ipanema;3;1;0;80;3500.0;1000;204
Apartamento;Anil;2;1;1;65;1500.0;367;0
Apartamento;Recreio dos Bandeirantes;3;3;1;120;2600.0;930;380
Apartamento;Copacabana;1;0;0;55;2500.0;0;0
Flat;Copacabana;2;1;1;60;3000.0;1600;188
Apartamento;Leblon;3;1;1;150;5000.0;1000;450
Casa de Vila;Recreio dos Bandeirantes;3;2;3;284;4500.0;920;359
Apartamento;Botafogo;2;1;1;84;5000.0;1107;210
Casa;Pilares;2;0;0;65;800.0;0;0
Apartamento;Barra da Tijuca;4;3;2;244;7000.0;3110;6900
Apartamento;Recreio dos Bandeirantes;3;1;1;81;1900.0;1014;80
Apartamento;Leblon;4;1;4;200;10000.0;1600;1198
Apartamento;Pechincha;3;1;1;108;1350.0;900;114
Apartamento;Glória;1;0;1;48;1100.0;500;0
Apartamento;Barra da Tijuca;3;2;1;98;2800.0;1520;110
Apartamento;Lagoa;3;1;0;116;3500.0;1154;289
Apartamento;Tijuca;2;0;0;70;1600.0;850;84
Apartamento;Flamengo;1;0;1;41;1700.0;630;55
Apartamento;Taquara;2;1;0;53;1000.0;400;16
Apartamento;Taquara;3;1;1;64;1200.0;590;546
Apartamento;Cachambi;3;1;0;77;1300.0;420;25
Casa;Bangu;2;2;0;120;1580.0;0;0
Apartamento;Andaraí;1;2;0;67;1500.0;522;104
Apartamento;Vargem Pequena;2;1;0;45;1100.0;360;40
Apartamento;Vila Valqueire;3;3;1;130;2000.0;275;0
Apartamento;Leblon;2;1;1;70;5500.0;2000;400
Apartamento;Recreio dos Bandeirantes;2;1;1;68;1500.0;1025;112
Apartamento;Humaitá;1;1;0;60;3200.0;614;250
Flat;Botafogo;1;1;1;70;2900.0;1071;85
Apartamento;Centro;3;2;1;120;2500.0;1500;208
Apartamento;Catete;2;0;0;71;1900.0;566;129
Apartamento;Curicica;2;1;0;60;1500.0;350;0
Apartamento;Barra da Tijuca;3;2;3;127;6000.0;1700;3500
Apartamento;Freguesia (Jacarepaguá);2;0;0;75;1300.0;200;125
Quitinete;Flamengo;1;0;0;30;2150.0;260;25
Quitinete;Centro;1;0;0;22;750.0;330;25
Apartamento;Barra da Tijuca;3;2;1;126;5400.0;980;594
Apartamento;Cascadura;2;0;0;96;1250.0;0;77
Apartamento;Botafogo;3;2;2;130;4200.0;1357;326
Apartamento;Leme;2;0;0;75;2600.0;878;0
Apartamento;Vila Isabel;2;1;0;69;1350.0;670;0
Apartamento;Tijuca;2;1;0;210;3200.0;792;178
Casa de Vila;Bangu;2;1;0;100;1100.0;0;0
Apartamento;Tijuca;3;1;0;105;2200.0;684;132
Apartamento;Copacabana;4;1;1;298;3500.0;3080;0
Quitinete;Copacabana;1;0;0;30;5000.0;600;0
Apartamento;Todos os Santos;3;1;1;78;1300.0;571;0
Apartamento;Barra da Tijuca;2;1;1;69;2650.0;1300;200
Casa;Vila Isabel;2;0;0;52;1500.0;0;0
Apartamento;Barra da Tijuca;2;1;0;84;2200.0;900;2000
Apartamento;Taquara;2;1;0;50;850.0;450;12
Casa de Condomínio;Campo Grande;2;0;0;75;1500.0;360;0
Apartamento;Barra da Tijuca;3;3;1;132;4900.0;2100;220
Apartamento;Barra da Tijuca;2;1;1;69;1700.0;975;183
Apartamento;Humaitá;3;2;1;112;4500.0;1400;231
Casa;Todos os Santos;2;1;0;90;1800.0;0;0
Apartamento;Tijuca;3;1;0;75;1900.0;510;0
Apartamento;Copacabana;4;1;2;264;3500.0;1900;68
Apartamento;Leblon;3;0;0;90;10000.0;0;0
Apartamento;Copacabana;2;1;1;81;3700.0;1033;220
Apartamento;Barra da Tijuca;4;3;2;218;4900.0;2406;683
Apartamento;Leme;1;0;0;60;2600.0;600;60
Apartamento;Barra da Tijuca;3;2;1;90;2800.0;1517;359
Apartamento;Barra da Tijuca;3;1;1;92;3500.0;1200;0
Apartamento;Vila da Penha;2;1;0;62;1100.0;0;0
Apartamento;Leblon;2;0;0;66;2600.0;661;149
Apartamento;Tijuca;2;0;0;80;1600.0;250;20
Apartamento;Barra da Tijuca;3;1;1;120;4200.0;1024;623
Apartamento;Ipanema;3;1;1;98;4950.0;1200;260
Apartamento;Copacabana;3;1;0;138;2800.0;1501;318
Quitinete;Centro;1;0;0;32;700.0;480;90
Apartamento;Recreio dos Bandeirantes;3;2;1;120;2200.0;550;174
Apartamento;Barra da Tijuca;3;3;3;145;5100.0;1100;0
Apartamento;Copacabana;2;0;1;52;2800.0;800;50
Apartamento;Centro;1;0;0;50;1260.0;290;23
Apartamento;Rocha;2;1;0;74;1250.0;630;38
Apartamento;Barra da Tijuca;2;1;1;91;3800.0;1055;0
Apartamento;São Cristóvão;2;1;1;55;1500.0;520;1
Apartamento;Botafogo;3;2;0;150;5500.0;1000;0
Apartamento;Botafogo;3;2;1;115;4500.0;1200;0
Apartamento;Lagoa;1;1;1;120;7000.0;1500;285
Apartamento;Leblon;4;2;4;200;10500.0;2710;944
Apartamento;Leblon;3;1;1;100;4500.0;1407;0
Apartamento;Leblon;3;1;1;150;7000.0;2500;383
Apartamento;Barra da Tijuca;2;1;1;75;2100.0;638;0
Apartamento;Copacabana;1;0;0;33;1400.0;561;29
Apartamento;Barra da Tijuca;3;1;1;88;2300.0;803;0
Apartamento;Barra da Tijuca;2;1;1;101;3000.0;2100;265
Apartamento;Tijuca;3;2;0;74;2500.0;713;95
Apartamento;Copacabana;2;0;0;70;2200.0;520;0
Flat;Ipanema;2;2;2;102;4300.0;2000;300
Quitinete;Copacabana;1;0;0;30;1100.0;423;242
Apartamento;Maracanã;2;1;0;65;1600.0;668;0
Casa de Condomínio;Recreio dos Bandeirantes;4;3;4;161;5000.0;900;2200
Apartamento;Copacabana;3;1;0;220;7000.0;2200;0
Apartamento;Leblon;3;1;1;150;5000.0;1100;390
Apartamento;Flamengo;1;0;0;52;1550.0;620;0
Apartamento;Lagoa;3;1;1;117;5500.0;1000;456
Casa;Campo Grande;2;1;0;80;2000.0;0;0
Apartamento;Flamengo;3;2;1;216;5800.0;1750;350
Casa de Condomínio;Vargem Grande;4;1;2;180;2300.0;0;20
Apartamento;Copacabana;1;0;1;30;2700.0;0;0
Apartamento;Campo Grande;2;0;0;60;700.0;0;0
Apartamento;Ipanema;2;1;2;74;10000.0;4042;393
Apartamento;Copacabana;3;1;0;90;3000.0;780;175
Apartamento;Pavuna;2;1;0;45;800.0;266;0
Apartamento;Freguesia (Jacarepaguá);3;1;1;100;2500.0;912;132
Casa de Vila;Santa Teresa;2;0;0;120;2000.0;0;0
Apartamento;Barra da Tijuca;2;1;0;73;2500.0;980;199
Quitinete;Copacabana;1;0;0;40;1600.0;550;69
Apartamento;Leblon;3;1;1;100;10000.0;1900;275
